사용단어	가중치	사용횟수	단어승률
불평	96	100	0.96
불행	100	100	1.0
브랜드	100	100	1.0
블라우스	81	100	0.81
비교	98	100	0.98
비극	100	100	1.0
비난	100	100	1.0
비누	100	100	1.0
비닐	100	100	1.0
비닐봉지	90	100	0.9
비둘기	88	100	0.88
비디오	77	100	0.77
비만	89	100	0.89
비명	78	100	0.78
비밀	0	100	0.0
비바람	100	100	1.0
비빔밥	29	100	0.29
비상	90	100	0.9
비서	71	100	0.71
비용	75	100	0.75
비율	100	100	1.0
비중	89	100	0.89
비타민	84	100	0.84
비판	100	100	1.0
비판적	78	100	0.78
비행	100	100	1.0
비행기	83	100	0.83
비행장	74	100	0.74
빌딩	100	100	1.0
빗물	95	100	0.95
빗방울	100	100	1.0
빗줄기	82	100	0.82
빛깔	100	100	1.0
빨간색	49	100	0.49
빨래	100	100	1.0
뿌리	43	100	0.43
사건	96	100	0.96
사계절	96	100	0.96
사고	77	100	0.77
사과	100	100	1.0
사기	89	100	0.89
사나이	94	100	0.94
사냥	100	100	1.0
사람	100	100	1.0
사랑	100	100	1.0
사례	100	100	1.0
사립	100	100	1.0
사망	100	100	1.0
사모님	100	100	1.0
사무	65	100	0.65
사무소	92	100	0.92
사무실	84	100	0.84
사무직	100	100	1.0
